date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:04:52	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5fdf08a9ba3fb%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.13.4	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/animations/animations.mina44d.css	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:52	40/40	---M--	200	added ('OK')	application/javascript	etag:%2228-5f9e82be0d86e%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.8.7	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-scripta489.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:53	9055/9055	---M--	200	added ('OK')	application/javascript	etag:%22235f-5fbbc7df693e5%22	https://kit.pixel-show.com/grasp/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.7.2	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min9f31.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:53	137535/137535	---M--	200	added ('OK')	application/javascript	etag:%222193f-5f9e82be31a91%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.8.7	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scriptsa489.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:53	25202/25202	---M--	200	added ('OK')	application/javascript	etag:%226272-5daf49950075f%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:53	4965/4965	---M--	200	added ('OK')	application/javascript	etag:%221365-5daf46c92d24a%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.0	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min3b71.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:53	4958/4958	---M--	200	added ('OK')	application/javascript	etag:%22135e-5fdf08a9b84bb%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.13.4	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/webpack.runtime.mina44d.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:54	45667/45667	---M--	200	added ('OK')	application/javascript	etag:%22b263-5fdf08a9b657b%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.13.4	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/frontend-modules.mina44d.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:54	20293/20293	---M--	200	added ('OK')	application/javascript	etag:%224f45-5daf46c35ae3e%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.0	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/js/frontend.min3b71.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:54	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5fdf08a9c6f1c%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:54	20714/20714	---M--	200	added ('OK')	application/javascript	etag:%2250ea-5db5dd0e7d1eb%22	https://kit.pixel-show.com/grasp/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-includes/js/jquery/ui/core.min0028.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:55	2620/2620	---M--	200	added ('OK')	application/javascript	etag:%22a3c-5fdf08a9c5f7c%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.13.4	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/share-link/share-link.mina44d.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:55	139153/139153	---M--	200	added ('OK')	application/javascript	etag:%2221f91-5fdf08a9c6f1c%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:55	10749/10749	---M--	200	added ('OK')	application/javascript	etag:%2229fd-5fdf08a9ba3fb%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:55	40625/40625	---M--	200	added ('OK')	application/javascript	etag:%229eb1-5fdf08a9b55db%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.4	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/frontend.mina44d.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:55	129182/129182	---M--	200	added ('OK')	application/javascript	etag:%221f89e-5daf46c45fa2c%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.5.0	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min3b71.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:56	810/810	---M--	200	added ('OK')	application/javascript	etag:%2232a-5f9e82be31a91%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.8.7	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circlea489.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:56	18738/18738	---M--	200	added ('OK')	application/javascript	etag:%224932-5f9e82be31a91%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.8.7	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementora489.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:56	42011/42011	---M--	200	added ('OK')	application/javascript	etag:%22a41b-5fdf08a9b751b%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.13.4	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor/assets/js/preloaded-modules.mina44d.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:56	6595/6595	---M--	200	added ('OK')	application/javascript	etag:%2219c3-5daf49970511a%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.5.0	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min3b71.js	(from https://kit.pixel-show.com/grasp/template-kit/home/)
02:04:57	72572/72572	---M--	200	added ('OK')	image/png	etag:%2211b7c-5daf4b4eaa59b%22	https://kit.pixel-show.com/grasp/wp-content/uploads/sites/2/2021/02/figure-2.png	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/uploads/sites/2/2021/02/figure-2.png	(from https://kit.pixel-show.com/grasp/wp-content/uploads/sites/2/elementor/css/post-5.css?ver=1636571815)
02:04:57	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-5f9e82be30af1%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.7)
02:04:57	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-5f9e82be30af1%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.7)
02:04:57	158/158	---M--	200	added ('OK')	image/png	etag:%229e-5f9e82be30af1%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.7)
02:04:58	148/148	---M--	200	added ('OK')	image/png	etag:%2294-5f9e82be30af1%22	https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	//Mac/Home/Desktop/noordwebsite/kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://kit.pixel-show.com/grasp/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.7)
